timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z
1508741,-0.010358717292547226,-0.0033812837209552526,0.0006152771529741585
1508841,-0.010427371598780155,-0.0036443520803004503,0.0022057881578803062
1508941,-0.010626663453876972,-0.0034283080603927374,0.0014978416729718447
1509041,-0.010531716980040073,-0.0034041660837829113,0.0012976330472156405
1509141,-0.010615945793688297,-0.003338387468829751,0.0011034656781703234
1509241,-0.010517341084778309,-0.0034470283426344395,0.0016597990179434419
1509341,-0.010400393046438694,-0.0037046007346361876,0.0017753822030499578
1509441,-0.010570690035820007,-0.0034186968114227057,0.0014347865944728255
1509541,-0.010754324495792389,-0.0033447961322963238,0.0006905988557264209
1509641,-0.010338861495256424,-0.003756357589736581,0.001764390035532415
1509741,-0.010411745868623257,-0.003614941146224737,0.001538407406769693
1509841,-0.010202771984040737,-0.0035831877030432224,0.001378193381242454
1509941,-0.0102986516430974,-0.0015868637710809708,0.0007394994026981294
1510041,-0.01133553683757782,-0.0007034591399133205,0.001600321033038199
1510141,-0.012503691017627716,-0.0021233828738331795,0.006766655948013067
1510241,-0.014935262501239777,-0.0060115596279501915,0.02711455710232258
1510341,-0.019205093383789062,-0.011990227736532688,0.06671755760908127
1510441,-0.024044068530201912,-0.019259653985500336,0.12127905339002609
1510541,-0.030068406835198402,-0.02451692894101143,0.17880022525787354
1510641,-0.03494589775800705,-0.02825145423412323,0.23745350539684296
1510741,-0.03770201653242111,-0.03013463318347931,0.293154239654541
1510841,-0.037488941103219986,-0.03163459897041321,0.3405812978744507
1510941,-0.0351494662463665,-0.03342600539326668,0.3771597445011139
1511041,-0.029917115345597267,-0.031272392719984055,0.40860557556152344
1511141,-0.022737395018339157,-0.02696341648697853,0.43227627873420715
1511241,-0.015408509410917759,-0.022846683859825134,0.4472849369049072
1511341,-0.006907877512276173,-0.017593564465641975,0.4589991867542267
1511441,0.0010225754231214523,-0.011322545818984509,0.47093820571899414
1511541,0.007386469282209873,-0.005858340300619602,0.4830528199672699
1511641,0.012581593357026577,-0.004936192184686661,0.49154290556907654
1511741,0.015452124178409576,-0.00781986117362976,0.502496063709259
1511841,0.019669367000460625,-0.010005040094256401,0.5119141340255737
1511941,0.02992679737508297,-0.0035402989014983177,0.5088860988616943
1512041,0.04070043936371803,-0.001402867492288351,0.509910523891449
1512141,0.0548212043941021,0.004496558103710413,0.5139443278312683
1512241,0.06928003579378128,-0.002331626834347844,0.5200957655906677
1512341,0.09096921235322952,-0.0005860296078026295,0.5231236815452576
1512441,0.11635451018810272,-0.0008040980901569128,0.5249449610710144
1512541,0.14464208483695984,-4.759311559610069e-05,0.5290695428848267
1512641,0.1783936619758606,-0.0036051187198609114,0.532383918762207
1512741,0.21456056833267212,-0.0015532743418589234,0.536812424659729
1512841,0.25699734687805176,-0.006466270890086889,0.5368735790252686
1512941,0.30420374870300293,-0.007305432576686144,0.5335205793380737
1513041,0.35474252700805664,-0.006396457087248564,0.5339339375495911
1513141,0.39883866906166077,-0.002250501187518239,0.5490725636482239
1513241,0.44714415073394775,0.005231987684965134,0.5502536296844482
1513341,0.5124546885490417,-0.004602860193699598,0.554973304271698
1513441,0.5753594636917114,-0.007729740813374519,0.5549314022064209
1513541,0.6373404860496521,-0.004009568598121405,0.5462669730186462
1513641,0.6994550228118896,0.0007634887588210404,0.5344527959823608
1513741,0.7747592329978943,-0.01129996869713068,0.550918459892273
1513841,0.8455621004104614,-0.018296634778380394,0.5610112547874451
1513941,0.919852614402771,-0.02159636840224266,0.5516283512115479
1514041,0.996890127658844,-0.006740116979926825,0.5348124504089355
1514144,1.0253171920776367,-0.003654147731140256,0.5613337755203247
1514244,1.0717777013778687,-0.0007846227963455021,0.5667818784713745
1514341,1.1215691566467285,0.002098669297993183,0.564228892326355
1514444,1.180216670036316,-0.0003473515680525452,0.5517117977142334
1514543,1.228547215461731,0.00406251847743988,0.5435904264450073
1514643,1.2785077095031738,0.0015727693680673838,0.5413016676902771
1514743,1.3251423835754395,-0.0005364867392927408,0.541026771068573
1514843,1.367029070854187,0.001735770725645125,0.5335290431976318
1514944,1.402735710144043,0.0009122910560108721,0.5368477702140808
1515041,1.4324297904968262,0.000706128659658134,0.540276825428009
1515141,1.473686933517456,-0.004550293553620577,0.522102415561676
1515241,1.5285638570785522,0.010785818099975586,0.49757182598114014
1515341,1.4824753999710083,0.028516272082924843,0.5139062404632568
1515441,1.4656656980514526,0.04829239100217819,0.5190209150314331
1515541,1.4978022575378418,0.009463448077440262,0.5598299503326416
1515641,1.5117353200912476,-0.022246137261390686,0.55996173620224
1515741,1.4662997722625732,0.005726986099034548,0.5700667500495911
1515841,1.4696906805038452,0.00654600840061903,0.5553774237632751
1515941,1.4713194370269775,-0.03509973734617233,0.5956429839134216
1516041,1.4832080602645874,-0.02979476936161518,0.5689378976821899
1516141,1.5011019706726074,-0.021791568025946617,0.5254752039909363
1516241,1.5213698148727417,-0.016744155436754227,0.48339128494262695
1516341,1.5377074480056763,-0.0169218722730875,0.442178338766098
1516441,1.5472502708435059,-0.03697651997208595,0.4212076663970947
1516541,1.5544825792312622,-0.04744803160429001,0.3729366064071655
1516641,1.5601434707641602,-0.04426261782646179,0.2878465950489044
1516741,1.5652110576629639,-0.031826891005039215,0.17612043023109436
1516841,1.5724941492080688,-0.012924706563353539,0.041995059698820114
1516941,1.5936307907104492,0.029216540977358818,-0.027875695377588272
1517041,1.5973955392837524,0.015462377108633518,-0.014131797477602959
1517141,1.5898569822311401,-0.0038380001205950975,0.04576479271054268
1517241,1.5868496894836426,-0.009389979764819145,0.06158032268285751
1517341,1.5960358381271362,-0.012228500097990036,0.05531219020485878
1517441,1.6180864572525024,-0.004869312513619661,0.0298695657402277
1517541,1.594482660293579,-0.0019967160187661648,0.03367132693529129
1517641,1.5911831855773926,0.012421623803675175,0.014648823998868465
1517741,1.5927311182022095,0.018162773922085762,0.0016793907852843404
1517841,1.587643027305603,-0.0066159251146018505,0.05426302179694176
1517941,1.5866312980651855,-0.008916318416595459,0.06026388332247734
1518041,1.5865414142608643,-0.009003189392387867,0.06047786399722099
1518141,1.5866050720214844,-0.009114352986216545,0.06051408126950264
1518241,1.5876866579055786,-0.0068192193284630775,0.05393652617931366
1518341,1.5872119665145874,-0.00787963904440403,0.056850600987672806
1518441,1.5869306325912476,-0.008471101522445679,0.0586097314953804
1518541,1.587710976600647,-0.006348698399960995,0.052303992211818695
1518641,1.5877519845962524,-0.007424276787787676,0.05497318506240845
1518741,1.5874474048614502,-0.008216668851673603,0.057414840906858444
1518841,1.587037444114685,-0.009046348743140697,0.059484951198101044
1518941,1.588165283203125,-0.006861311849206686,0.052685968577861786
1519041,1.5877634286880493,-0.008158653043210506,0.05609457939863205
1519141,1.587329626083374,-0.00836898386478424,0.057217955589294434
1519241,1.5868879556655884,-0.008958602324128151,0.05896574631333351
1519341,1.5878280401229858,-0.006330087315291166,0.05260978639125824
1519441,1.588146448135376,-0.007407574914395809,0.053089965134859085
1519541,1.5870330333709717,-0.007651537656784058,0.05692582577466965
1519641,1.5872896909713745,-0.008849113248288631,0.05834203213453293
1519741,1.5879154205322266,-0.006475765723735094,0.05272214114665985
1519841,1.5873222351074219,-0.007335911970585585,0.055561523884534836
1519944,1.5871254205703735,-0.007924209348857403,0.057195648550987244
1520044,1.5880520343780518,-0.00582105154171586,0.05093744397163391
1520143,1.5875834226608276,-0.007115751504898071,0.05416867882013321
1520243,1.5871978998184204,-0.007974996231496334,0.05697944387793541
1520343,1.5867607593536377,-0.00791344977915287,0.05839671939611435
1520443,1.5880433320999146,-0.005824184510856867,0.05135328322649002
1520543,1.59006929397583,-0.010820611380040646,0.05739722028374672
1520643,1.587389349937439,-0.007325062993913889,0.0567161925137043
1520741,1.5869134664535522,-0.008375636301934719,0.05922945588827133
1520841,1.5879946947097778,-0.006239035166800022,0.05271404981613159
1520941,1.587488055229187,-0.006984480656683445,0.05501410365104675
1521041,1.5871659517288208,-0.007878712378442287,0.05742458626627922
1521141,1.5866812467575073,-0.008825092576444149,0.060062918812036514
1521241,1.5877282619476318,-0.006744225509464741,0.05358362942934036
1521341,1.5892843008041382,-0.01127291563898325,0.05914720147848129
1521441,1.5887036323547363,-0.011382656171917915,0.06029409170150757
1521541,1.5912193059921265,-0.009478196501731873,0.05370091274380684
1521641,1.5908342599868774,-0.01049077045172453,0.05506151169538498
1521741,1.5893149375915527,-0.01098664104938507,0.05883733183145523
1521841,1.5868045091629028,-0.008278720080852509,0.058920323848724365
1521941,1.591282844543457,-0.009153254330158234,0.056358348578214645
1522041,1.5910205841064453,-0.009377884678542614,0.058294590562582016
1522141,1.5900559425354004,-0.008838575333356857,0.06059982627630234
1522241,1.5886050462722778,-0.007836504839360714,0.062130291014909744
1522341,1.5892103910446167,-0.002679288387298584,0.05869491398334503
1522441,1.5907844305038452,-0.0016961646033450961,0.06323708593845367
1522542,1.612551212310791,0.00582646019756794,0.06575395911931992
1522641,1.6357426643371582,0.015541940927505493,0.08091533929109573
1522741,1.5848417282104492,0.02468482218682766,0.12643373012542725
1522841,1.5783613920211792,0.005253192037343979,0.19848400354385376
1522941,1.5707066059112549,-0.020250050351023674,0.2799377739429474
1523041,1.5701218843460083,-0.02187601663172245,0.3108794689178467
1523141,1.5797295570373535,-0.026856422424316406,0.3310050666332245
1523241,1.580631136894226,-0.017414221540093422,0.34542393684387207
1523341,1.587685465812683,-0.016074299812316895,0.3755531311035156
1523441,1.5978467464447021,0.004983548074960709,0.3789213001728058
1523541,1.604259729385376,0.017847349867224693,0.4001026153564453
1523641,1.6062085628509521,0.021326610818505287,0.4345090091228485
1523741,1.6042735576629639,0.013754130341112614,0.4778960049152374
1523841,1.6014831066131592,0.0031286608427762985,0.5090823769569397
1523941,1.5988695621490479,-0.007710781414061785,0.5243725776672363
1524041,1.5968095064163208,-0.015873242169618607,0.5256422162055969
1524141,1.5951268672943115,-0.020776724442839622,0.5203486084938049
1524241,1.592530369758606,-0.02469143271446228,0.5202665328979492
1524341,1.5895713567733765,-0.02418907918035984,0.5206960439682007
1524441,1.5856672525405884,-0.02097136527299881,0.5222257971763611
1524541,1.5798062086105347,-0.013868343085050583,0.5189884901046753
1524641,1.5699372291564941,-0.008114593103528023,0.5182390809059143
1524741,1.6247140169143677,-0.033328574150800705,0.5318397879600525
1524841,1.6392743587493896,-0.039033837616443634,0.5219521522521973
1524941,1.5821869373321533,-0.07107006013393402,0.5109668374061584
1525041,1.5413868427276611,-0.07659480720758438,0.5080858469009399
1525141,1.4357584714889526,0.03055724874138832,0.5312563180923462
1525241,1.3070040941238403,0.057392872869968414,0.5649486780166626
1525341,1.2313315868377686,0.1039184182882309,0.5268962383270264
1525441,1.2111232280731201,0.08194918930530548,0.5301798582077026
1525541,1.1932668685913086,0.0716283842921257,0.5142902135848999
1525641,1.1939774751663208,0.013390579260885715,0.5637004375457764
1525741,1.1891636848449707,-0.013706658035516739,0.5690982341766357
1525841,1.1741565465927124,-0.03455200046300888,0.5607829689979553
1525941,1.1461396217346191,-0.04135846346616745,0.54588383436203
1526041,1.0991394519805908,-0.03423682600259781,0.5245199799537659
1526141,1.034197211265564,-0.021161850541830063,0.5158434510231018
1526241,0.9588338136672974,-0.008626909926533699,0.5105740427970886
1526341,0.8838773965835571,0.01318508479744196,0.49413931369781494
1526441,0.8053674697875977,0.032867200672626495,0.48825812339782715
1526541,0.6741056442260742,0.05559338629245758,0.5468648076057434
1526641,0.5894155502319336,0.05697380006313324,0.5578227043151855
1526741,0.5146594643592834,0.05119462311267853,0.5583449006080627
1526841,0.4508507251739502,0.039786696434020996,0.5489534735679626
1526941,0.3981616795063019,0.023483028635382652,0.5429260730743408
1527041,0.3527749180793762,0.006716910749673843,0.5395981073379517
1527141,0.311506450176239,-0.00776682747527957,0.5394867658615112
1527241,0.27286970615386963,-0.02112531289458275,0.5369119048118591
1527341,0.23454704880714417,-0.028155429288744926,0.5323230028152466
1527441,0.19451133906841278,-0.02919290028512478,0.5360350012779236
1527541,0.15451636910438538,-0.024201717227697372,0.5388463139533997
1527641,0.11842405050992966,-0.02014293521642685,0.5398308038711548
1527741,0.08618377894163132,-0.02180873416364193,0.5337985157966614
1527841,0.05725909769535065,-0.020362811163067818,0.5319598317146301
1527941,0.033339861780405045,-0.008333703503012657,0.5364676117897034
1528041,0.014463451690971851,-0.004508361220359802,0.5364367365837097
1528141,0.0025402363389730453,-0.008408726193010807,0.5278170108795166
1528241,-0.00692889466881752,-0.008270610123872757,0.5242756605148315
1528341,-0.013060096651315689,-0.008270885795354843,0.5255005359649658
1528441,-0.01769172213971615,-0.00798086728900671,0.5264819860458374
1528544,-0.020950302481651306,-0.007142064161598682,0.5273273587226868
1528641,-0.02293093502521515,-0.006073226220905781,0.5272431969642639
1528744,-0.023768017068505287,-0.004601818975061178,0.5217930674552917
1528844,-0.023261256515979767,-0.00328805111348629,0.5069303512573242
1528943,-0.022063693031668663,-0.003931452054530382,0.47279083728790283
1529043,-0.01901310682296753,-0.001443349290639162,0.42623570561408997
1529143,-0.015688030049204826,-0.00046403001761063933,0.35643717646598816
1529243,-0.011754721403121948,0.00010602036491036415,0.2777599096298218
